Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Denmark,DNK,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.39117346,50.39049003,50.39253172,50.39358556,50.39446666,50.39655516,50.39770428,50.40109789,50.40737641,50.41623461,50.4268466,50.44095853,50.45741103,50.4761129,50.49913848,50.52134127,50.54161704,50.56233081,50.58340983,50.60651426,50.6303713,50.6532987,50.67322124,50.68988504,50.7042138,50.71372874,50.71902416,50.72158406,50.72077114,50.71761789,50.7141534,50.70702214,50.69532829,50.68049733,50.66582915,50.65100702,50.63589147,50.62053495,50.60496411,50.58764771,50.56829172,50.55091192,50.53287069,50.51704345,50.50698115,50.49679811,50.4846035,50.47038883,50.45505421,50.44053581,50.42538538,50.4110641,50.39611966,50.37985845,50.36405527,50.34735309,50.32873612,50.31114025,50.29514352,50.28009561,50.26674318,50.25560961,50.24860339,
Dominican Republic,DOM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.78027732,49.80986764,49.83772412,49.86316622,49.88704301,49.93297511,49.97584705,49.99384266,50.01076609,50.02685533,50.04420369,50.06242607,50.0790827,50.09402861,50.10772144,50.12028898,50.13170165,50.14206701,50.15107972,50.1577891,50.16183676,50.16410535,50.16521255,50.16535136,50.16465821,50.16377892,50.16307553,50.16313248,50.16444483,50.16681153,50.1699957,50.17322484,50.17567528,50.17689901,50.10536082,49.96851871,49.83945961,49.71597811,49.59840022,49.4864216,49.37892755,49.27439486,49.23401107,49.25373201,49.27136377,49.289431,49.3096635,49.33335858,49.36096469,49.39225612,49.42632052,49.46176378,49.49727252,49.53200491,49.56531803,49.5967838,49.62625831,49.65433308,49.6820547,49.71081289,49.74861959,49.79054897,49.82321831,
Algeria,DZA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.56814837,49.54922177,49.44424728,49.31761699,49.14475201,48.95612368,48.86800843,48.87131735,48.87244499,48.87245705,48.87236548,48.87249153,48.87397619,48.87626654,48.88171802,48.90615982,48.93768777,48.95953074,48.97995167,49.00168608,49.02517042,49.04957311,49.07471444,49.09938836,49.12033685,49.13810907,49.15521009,49.1672956,49.17049932,49.17041145,49.17171257,49.17549061,49.1826117,49.19052478,49.20036886,49.21514914,49.15758467,49.02321144,48.96448642,48.97924717,48.98977635,48.99887616,49.00544182,49.00730702,49.00632374,49.00453899,49.00289756,49.00378348,49.0055856,49.00863128,49.01143296,49.01375595,49.01850785,49.0242766,49.03083237,49.03737067,49.04150736,49.04454788,49.04810878,49.05347028,49.06317516,49.07587535,49.08553228,
East Asia & Pacific (excluding high income),EAP,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.22041358,49.25489466,49.27972852,49.29524882,49.30943158,49.32787349,49.34393356,49.35384157,49.36124266,49.366185,49.36768643,49.36464909,49.36083527,49.35808656,49.3572632,49.36337598,49.37320327,49.38114654,49.38864287,49.39865221,49.40682385,49.40962429,49.40996552,49.41004565,49.40971204,49.4069266,49.40155574,49.39316884,49.38318953,49.37123492,49.35678794,49.34110822,49.32546484,49.31224232,49.30042135,49.28858121,49.27697424,49.26589348,49.25702147,49.24829897,49.23596458,49.22502534,49.21743978,49.21062822,49.20398989,49.19713156,49.19064794,49.18507787,49.18042642,49.17736462,49.17636563,49.17581805,49.17521923,49.17613439,49.17879624,49.18318415,49.18974508,49.20009193,49.21398246,49.22886851,49.24809079,49.27230333,49.29500883,
Early-demographic dividend,EAR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.87893959,48.88133148,48.88285558,48.88373939,48.88440235,48.88925417,48.89619749,48.90075076,48.90550971,48.90971616,48.90978743,48.91645025,48.91905881,48.90946249,48.89998306,48.89603736,48.90280948,48.91089572,48.91820788,48.92772832,48.92948073,48.92922311,48.94033219,48.95983391,48.98098762,49.0050588,49.02180726,49.02813492,49.0344954,49.03910032,49.04216241,49.04309422,49.04573627,49.05077919,49.05457575,49.05791399,49.06032917,49.05816723,49.05410809,49.05187826,49.05031205,49.04928416,49.04938613,49.05019285,49.05185204,49.05433184,49.05899621,49.06627006,49.07655729,49.08836487,49.09860845,49.10804265,49.11758499,49.12733575,49.13555899,49.14466719,49.15807587,49.17223997,49.18531613,49.19901165,49.21717649,49.23883288,49.25824575,
East Asia & Pacific,EAS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.3831309,49.4125137,49.43154876,49.44105338,49.44944265,49.46189698,49.47311786,49.47970918,49.48339117,49.48465673,49.48292507,49.47814177,49.47148436,49.46575157,49.46177705,49.46463025,49.47189494,49.47826927,49.48457234,49.49312601,49.50038726,49.50312028,49.5038314,49.50443611,49.50470728,49.50255676,49.49750772,49.48954675,49.48014077,49.46893912,49.45588042,49.44319549,49.4313633,49.42152311,49.41286467,49.40433603,49.39640208,49.38924973,49.38427424,49.37944362,49.37151412,49.36563041,49.36332045,49.36171573,49.36020802,49.35815467,49.35559903,49.35311124,49.3511231,49.35049011,49.35184862,49.35200327,49.35064479,49.35060775,49.35244545,49.35614698,49.36255964,49.37292683,49.38641823,49.40058575,49.4181349,49.43985555,49.46027426,
Europe & Central Asia (excluding high income),ECA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,53.78618915,53.68404531,53.58768192,53.4956251,53.41213095,53.33925545,53.27313563,53.2163209,53.16520811,53.11808437,53.11183515,53.09186009,53.01846954,52.94421564,52.87197799,52.80524113,52.75836693,52.72126688,52.68136624,52.64698936,52.60916425,52.5646583,52.51805909,52.46991597,52.42358052,52.37922598,52.33310323,52.28450094,52.23677685,52.18919253,52.14727618,52.1195063,52.10464746,52.10475958,52.11563486,52.13278982,52.14853516,52.15952571,52.16698014,52.17392533,52.18282864,52.19661319,52.21245932,52.23122682,52.25388129,52.27843588,52.29620178,52.30116274,52.29386959,52.2796098,52.25563087,52.22654866,52.19636639,52.16467529,52.13477171,52.10940208,52.08651635,52.06438068,52.04235838,52.02420034,52.01614683,52.01491815,52.01744242,
Europe & Central Asia,ECS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.58172649,52.52748101,52.4744512,52.42284389,52.37499505,52.33189077,52.29210486,52.25745077,52.22684298,52.20052809,52.19160484,52.17599755,52.13914428,52.1037546,52.06909398,52.03778872,52.01716157,52.00065918,51.98343207,51.96920929,51.94873056,51.92519908,51.90503126,51.88397178,51.86390614,51.84406088,51.82200623,51.79787083,51.77405388,51.7493532,51.72567579,51.7080236,51.69610382,51.6905092,51.69048528,51.69503749,51.70019348,51.70368206,51.70629104,51.70887672,51.70930717,51.7109608,51.71227661,51.71080324,51.70921545,51.7074333,51.70407371,51.6952218,51.68149517,51.66793075,51.65222059,51.63452558,51.6138343,51.59241363,51.57168956,51.54960734,51.52737125,51.50722522,51.48829424,51.473429,51.4658019,51.46428483,51.45437082,
Ecuador,ECU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.09453986,50.07558655,50.05675376,50.03829702,50.02030566,50.0026886,49.98565258,49.96916114,49.95321563,49.93802773,49.9238928,49.91080066,49.89867807,49.88767854,49.87805889,49.86957108,49.8621027,49.85586809,49.85088266,49.84697993,49.84400514,49.84190555,49.84062608,49.84005567,49.84011378,49.84097682,49.8430469,49.84679387,49.85204299,49.85818572,49.8646821,49.87121336,49.87767337,49.88398726,49.89005655,49.89584129,49.90122903,49.9061382,49.91077234,49.91534836,49.91975215,49.92372049,49.92725282,49.93064527,49.93417977,49.93830797,49.94346873,49.94981348,49.95726987,49.9652711,49.97291786,49.979052,49.98310824,49.98536856,49.98610101,49.98594706,49.98581169,49.98666223,49.98933336,49.99483387,50.02359768,50.06761815,50.08831732,
"Egypt, Arab Rep.",EGY,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.55864357,49.55925441,49.55515569,49.54964683,49.5441316,49.53871979,49.5391314,49.5487931,49.56152047,49.5789249,49.60263051,49.6341866,49.66986385,49.70678953,49.74299752,49.77476806,49.80816943,49.83111763,49.84007605,49.84414223,49.83777522,49.8226364,49.80342339,49.77736148,49.74645539,49.71697789,49.69232355,49.66810348,49.63977054,49.60769803,49.57485524,49.55114935,49.5312485,49.50713399,49.4827302,49.46288202,49.44438585,49.42368933,49.40265255,49.38246524,49.36723858,49.35622777,49.34138091,49.32805335,49.32256313,49.32445032,49.33270222,49.34169825,49.3515321,49.36212022,49.37017616,49.36200935,49.35411599,49.36133704,49.36943577,49.37508109,49.38094803,49.39008572,49.40199448,49.41291867,49.41856956,49.42413925,49.43279672,
Euro area,EMU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.02810366,51.99646965,51.96347689,51.92928881,51.89566066,51.86289958,51.83210409,51.80337416,51.77815483,51.75849178,51.73958667,51.71773905,51.69826971,51.68305805,51.66776407,51.65534785,51.64725828,51.63965773,51.6336759,51.62931206,51.6121347,51.59300512,51.5848056,51.57578859,51.56641902,51.55617901,51.54250908,51.5264856,51.51006276,51.49230566,51.47235363,51.45092774,51.43028156,51.41099494,51.3947082,51.38289035,51.37460147,51.36874608,51.36524584,51.36371715,51.36262677,51.36103744,51.35301829,51.33773564,51.31881185,51.29809371,51.280761,51.26436073,51.24889517,51.23952859,51.23379665,51.22799133,51.21848161,51.20823452,51.19765814,51.17932433,51.15821623,51.1404932,51.12489064,51.1142091,51.10736366,51.10255277,51.09664305,
Eritrea,ERI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.77740024,50.79366172,50.80792894,50.82090706,50.83196075,50.84097103,50.84789231,50.85523851,50.8634245,50.86823553,50.8701644,50.87113029,50.87042581,50.8680611,50.87339551,50.89543011,50.92497865,50.95443724,50.97979688,51.00001301,51.01056586,51.01071788,51.015308,51.02343909,51.02887444,51.03522825,51.03510393,51.03319161,51.03458562,51.03654339,51.03267038,51.01725169,50.99349193,50.95227208,50.91241126,50.85137353,50.79986379,50.78333066,50.85581635,51.06563739,51.18752298,51.15220719,51.104135,51.05084439,51.00016648,50.96845323,50.94481324,50.92099975,50.88640915,50.85473273,50.82988455,50.80852483,50.79185979,50.77462552,50.76317353,50.75520822,50.74503304,50.7331172,50.71762891,50.70163695,50.68678027,50.67165482,50.65520604,
Spain,ESP,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.43881965,51.40764336,51.3830777,51.35851432,51.33601572,51.31325456,51.29097573,51.27203983,51.25394401,51.23771405,51.21741237,51.19544887,51.17521948,51.15095366,51.09654863,51.04178414,51.01847962,50.99762874,50.97722005,50.96037225,50.94855747,50.94010382,50.93561188,50.93508841,50.93829951,50.94572093,50.95546587,50.96736017,50.98401252,51.00574253,51.03320043,51.04807765,51.04558409,51.04052085,51.03551975,51.03289944,51.03185473,51.03006094,51.02621485,51.02259047,51.01796194,51.01457656,50.96670243,50.88500026,50.79965706,50.71049638,50.65055399,50.58827583,50.53842428,50.54859656,50.58879467,50.63481035,50.69928443,50.77487274,50.83285105,50.87078465,50.90428991,50.93945003,50.96769337,50.98182586,50.9905591,50.99342166,50.98878584,
Estonia,EST,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,55.84632663,55.6658339,55.47902512,55.2941689,55.11956935,54.94944288,54.78684462,54.63609905,54.49219248,54.34557916,54.24468006,54.18084455,54.11613961,54.05125839,53.99134774,53.93344588,53.87656712,53.82656587,53.7823945,53.74219695,53.6983838,53.655214,53.61374479,53.57159461,53.52702022,53.48391841,53.43565819,53.37454271,53.3169059,53.26402844,53.20410219,53.17447898,53.25598018,53.35786966,53.39883325,53.44014042,53.47013599,53.47170926,53.45049098,53.4133287,53.39088553,53.40999067,53.44472318,53.47401982,53.49744583,53.50795992,53.51044658,53.51685174,53.50277597,53.46221054,53.41714638,53.37520877,53.34093909,53.297086,53.24276583,53.17782509,53.1013902,52.99233653,52.84937844,52.71472805,52.62380364,52.57239966,52.5232606,
Ethiopia,ETH,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.45360771,50.45522386,50.4555631,50.45439292,50.45342851,50.45128288,50.44769127,50.44360046,50.43869458,50.43393141,50.42722181,50.42024985,50.41501,50.41104027,50.4088732,50.41069789,50.41757032,50.42544568,50.43315105,50.43563184,50.43028611,50.42206834,50.41365349,50.40820384,50.40362586,50.38681337,50.35746809,50.31899243,50.27380654,50.23751647,50.21183079,50.16256543,50.10983713,50.07692083,50.04427977,50.01773593,49.99113781,49.95703168,49.92282356,49.89749081,49.86658957,49.82527982,49.78933062,49.75909417,49.73163048,49.70823006,49.68930137,49.6757904,49.6685051,49.66630794,49.66651292,49.66603963,49.66665883,49.67055149,49.67620905,49.68331463,49.69425954,49.70436224,49.71361594,49.72385703,49.73454042,49.74901612,49.76478102,
European Union,EUU,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.85054564,51.82008626,51.78890755,51.75741065,51.72684849,51.69760324,51.6711259,51.64762659,51.62766323,51.61262383,51.59903407,51.58351563,51.56901045,51.55739035,51.54521968,51.53490682,51.52901207,51.52322167,51.51821093,51.51490738,51.50225324,51.48878784,51.48347453,51.47737664,51.47148119,51.46526532,51.45689775,51.44705038,51.43815475,51.4290626,51.41836089,51.40722169,51.3971217,51.38811267,51.38143299,51.37871582,51.37846544,51.37971147,51.38309202,51.38793575,51.38657492,51.383178,51.37809746,51.36592715,51.35041784,51.33304274,51.31840329,51.30467726,51.29105434,51.28150175,51.27441711,51.26723139,51.25707474,51.24695172,51.23615246,51.21841794,51.19842278,51.18125283,51.16540087,51.15356766,51.14732528,51.14509148,51.13014124,
Fragile and conflict affected situations,FCS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.13803049,51.11876467,51.09492289,51.0688067,51.04499899,51.02240206,50.9997285,50.98016702,50.96243394,50.94463318,50.93392651,50.91804541,50.89229928,50.86727232,50.83847191,50.80800341,50.77888523,50.75332474,50.73697061,50.71782194,50.67054089,50.62419582,50.59698274,50.57561272,50.55814675,50.53952265,50.52145373,50.50763787,50.49898601,50.48396238,50.46095171,50.43989652,50.42014523,50.40709235,50.39097658,50.37364758,50.36085956,50.34853276,50.33812322,50.32892475,50.31779599,50.30465987,50.29042123,50.27714856,50.26617104,50.2573562,50.24672261,50.23449465,50.22175907,50.20765091,50.19307123,50.17835649,50.16405132,50.15126158,50.13955171,50.12965656,50.1212259,50.11356205,50.1072388,50.10250204,50.09799946,50.09484358,50.08532271,
Finland,FIN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.83989429,51.80589435,51.77800405,51.75495773,51.73411542,51.71256608,51.69482999,51.68398483,51.67338154,51.66805532,51.69656892,51.71580063,51.688499,51.66039957,51.64851822,51.65049727,51.66259022,51.6542059,51.64129703,51.64814523,51.65128892,51.64151492,51.62149894,51.60329038,51.59121282,51.58257304,51.57052254,51.55493235,51.53916024,51.51384587,51.47949131,51.4417851,51.4058072,51.37242789,51.34198947,51.31674335,51.29121251,51.26634673,51.24514315,51.22318479,51.19603942,51.16653772,51.13490838,51.1045007,51.08234457,51.06423455,51.04593382,51.02264474,50.98732438,50.9562328,50.93043033,50.90218082,50.8746349,50.8448443,50.81689078,50.78587109,50.74094408,50.69629675,50.66231091,50.63405353,50.60975125,50.59555722,50.58780002,
Fiji,FJI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.37709442,48.45079053,48.52266218,48.5897799,48.65447899,48.71580563,48.77580552,48.83832829,48.89985553,48.96160572,49.0214808,49.07695167,49.13052683,49.18401993,49.23432269,49.27909497,49.31973195,49.34247083,49.3508102,49.35955437,49.3664111,49.37060079,49.37434173,49.37852602,49.38281161,49.38477802,49.37858341,49.37239824,49.36941534,49.36327494,49.35458657,49.33871198,49.31734911,49.29662772,49.27548327,49.25389336,49.23845441,49.21946078,49.19521787,49.17429945,49.15298213,49.13100842,49.10900339,49.08517475,49.05941428,49.0334578,49.00615231,48.97434228,48.99083449,49.0606102,49.13204054,49.20400064,49.27463534,49.34430124,49.41522129,49.48844309,49.55970953,49.62813609,49.69782241,49.76771026,49.81877878,49.85085604,49.86480469,
France,FRA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.49428789,51.45487628,51.41744788,51.38080493,51.34663038,51.3153098,51.28600106,51.25882523,51.23421366,51.21330067,51.19199377,51.16928358,51.15094791,51.1359259,51.12558478,51.12337781,51.12744045,51.13533109,51.14621525,51.15913462,51.17183228,51.18276185,51.19471139,51.20911107,51.2262029,51.24514894,51.26361168,51.28367311,51.30415261,51.32336067,51.34182171,51.35990392,51.37852303,51.39722674,51.41685581,51.43567035,51.45153744,51.46474729,51.47606392,51.48555133,51.49376244,51.50307791,51.51265598,51.51994043,51.52933603,51.54181339,51.5536461,51.56594289,51.57739725,51.58697809,51.59627738,51.60607996,51.61359624,51.61892648,51.62498038,51.63022922,51.63446575,51.6374978,51.64009171,51.64383767,51.64988931,51.65886726,51.67472918,
Faroe Islands,FRO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.06464836,48.01284276,47.94211023,47.87056662,47.81395608,47.77967314,47.766463,47.77891175,47.81823014,47.85983005,47.88369429,47.86804251,47.84245878,47.81110049,47.7692901,47.72805592,47.69815365,47.68930354,47.69689027,47.71326401,47.72843406,47.75181712,47.77873381,47.7870559,47.80768805,47.82885354,47.82769338,47.83441272,47.85877042,47.87113076,47.89696497,47.96838282,48.0491251,48.12178464,48.22913598,48.28444242,48.2690652,48.26609731,48.28262565,48.29546712,48.28515112,48.26900205,48.21737552,48.16213707,48.11102544,48.06485681,48.05538882,48.0821323,48.0923757,48.06830618,48.07064656,48.11102385,48.16291949,48.22380107,48.31115238,48.35914454,48.34343434,48.32172009,48.27004219,48.24210058,48.24000763,48.23120119,48.23507252,
"Micronesia, Fed. Sts.",FSM,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.87405202,48.8701389,48.86147186,48.86929938,48.89195832,48.9056128,48.92064341,48.93956248,48.95145177,48.96044448,48.97523267,48.98719364,48.99381675,48.99904522,49.0099463,49.05320243,49.12247456,49.19023723,49.23106845,49.24710581,49.25752631,49.26716838,49.2786082,49.28625546,49.29216885,49.29972944,49.30362733,49.30906349,49.30990557,49.30678954,49.30377372,49.29949117,49.24533253,49.14835424,49.09411635,49.13168008,49.22056235,49.31838428,49.43360322,49.54410565,49.59224413,49.57926895,49.55353954,49.53624614,49.52619394,49.52586984,49.5417086,49.55538108,49.56303356,49.57355286,49.57894933,49.57872589,49.58237859,49.58613006,49.59183299,49.60168826,49.61382761,49.62419632,49.63805678,49.65657799,49.67976736,49.70609294,49.73284048,
Gabon,GAB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.06070051,51.04933481,51.03603586,51.02198306,51.00976233,50.99783575,50.98371924,50.96981766,50.95631011,50.94042707,50.92265134,50.90430758,50.88568173,50.86873985,50.85295305,50.83712727,50.82161907,50.80561955,50.78980811,50.77486894,50.75893298,50.74274552,50.72525441,50.70571004,50.68615111,50.66738122,50.64838585,50.62904965,50.60926591,50.58938285,50.56936323,50.54906212,50.52764192,50.50629347,50.48614178,50.45661002,50.4176513,50.37751969,50.33467457,50.28909607,50.24239258,50.1916439,50.13468029,50.07428914,50.00620982,49.92542958,49.83374752,49.73234807,49.62611986,49.51606914,49.39989071,49.27983075,49.16080699,49.05126941,48.96476863,48.91331943,48.89713672,48.91162804,48.9433452,48.97758813,49.01702149,49.06788417,49.1206333,
United Kingdom,GBR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.69936473,51.66741892,51.63743054,51.61098288,51.58659711,51.56467694,51.5449253,51.52556661,51.50592602,51.48829985,51.4711223,51.45085172,51.43073834,51.41161754,51.39412655,51.380488,51.36887444,51.35941893,51.35402312,51.35094983,51.35123667,51.35517251,51.36059998,51.36826716,51.37813077,51.38706261,51.39480408,51.40206681,51.40745343,51.4091599,51.40970594,51.40953748,51.40680871,51.40116227,51.39282074,51.38287928,51.36909841,51.35044348,51.32847674,51.30305341,51.27524716,51.24652711,51.21455247,51.17829819,51.1409414,51.10392879,51.06742517,51.0307232,50.99154709,50.95448547,50.91979468,50.88525234,50.84875929,50.8111662,50.77669721,50.74220885,50.70853105,50.67808269,50.64985105,50.62485307,50.60745928,50.59739639,50.58361903,
Georgia,GEO,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.6200965,52.58880788,52.55804897,52.5292321,52.49840519,52.46598917,52.58271483,52.83995628,53.08916925,53.33074395,53.44742321,53.45259464,53.46397698,53.46957746,53.47087372,53.47005827,53.46285503,53.44988754,53.4345824,53.42730659,53.40044381,53.34990514,53.301729,53.26372902,53.24083779,53.22329625,53.21003215,53.19359683,53.17438693,53.16738778,53.16901957,53.17317114,53.18756528,53.21919348,53.25368809,53.28344892,53.32161238,53.3623906,53.39665214,53.4312542,53.47554565,53.52544746,53.56499475,53.54118211,53.46394709,53.39110902,53.32605297,53.25388394,53.17537602,53.10028014,53.02725087,52.95682873,52.89181664,52.83385759,52.82440018,52.85688753,52.88397846,52.90227737,52.91521807,52.9345544,52.9608233,52.98290571,52.99628644,
Ghana,GHA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,48.88582958,49.00029245,49.14180261,49.27539905,49.40276401,49.52116362,49.62830086,49.7280822,49.81999612,49.89943632,49.95911145,49.96943641,49.96266263,49.98083986,50.00337232,50.01615107,50.00045675,50.02391576,50.10380508,50.1864806,50.26214374,50.31533715,50.37547151,50.47617742,50.53303031,50.5270322,50.5205744,50.51062869,50.49763568,50.48238336,50.46336559,50.44117542,50.41807591,50.39172037,50.38600765,50.40014625,50.40908406,50.40778321,50.39820017,50.38843047,50.37134063,50.34553853,50.32003544,50.29800491,50.27763064,50.25815276,50.23859902,50.22099415,50.20451501,50.18918059,50.17447504,50.16054947,50.15240092,50.144936,50.13763834,50.13198566,50.12736047,50.12424285,50.12080248,50.11885875,50.12083597,50.12481485,50.12791602,
Gibraltar,GIB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,52.20878013,52.09750308,51.86300508,51.49587647,51.14575748,50.83228775,50.53723904,50.29744081,50.07418977,49.87004052,49.74330148,49.68783479,49.66145738,49.64075767,49.62021671,49.59782648,49.58099567,49.57476091,49.5699491,49.55622336,49.5440941,49.55411361,49.51321761,49.41604575,49.33652911,49.26762921,49.21420052,49.15464063,49.07857143,48.9995666,48.9292382,48.88839484,48.95156801,49.0781031,49.21926545,49.37618561,49.51074897,49.64809171,49.80098422,49.94403322,50.09913125,50.25431983,50.30116162,50.24557436,50.20197799,50.17321214,50.15040389,50.15002,50.13816698,50.11518868,50.10555947,50.08674805,50.04975124,50.03856715,50.07395538,50.11377614,50.11515431,50.10122078,50.08270032,50.07189842,50.05350209,50.0535676,50.05053754,
Guinea,GIN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.32876348,50.34916984,50.36603004,50.38197708,50.39610543,50.40761244,50.41567308,50.42097245,50.42695053,50.4376876,50.45867562,50.492789,50.54018424,50.59584402,50.65789284,50.7290313,50.80670902,50.88852364,50.96979641,51.04205581,51.09965413,51.14003616,51.16112209,51.16620228,51.15585022,51.12869353,51.08597907,51.03103127,50.97029951,50.91273606,50.85201864,50.7865945,50.72980206,50.67530294,50.62729685,50.57799269,50.52316671,50.57895095,50.65416585,50.65928048,50.70630602,50.85588352,50.95733283,50.94138861,50.94792021,50.98662883,51.0175149,51.01614294,51.0029515,50.98877663,50.9736895,50.95557325,50.9405218,50.92619645,50.90411365,50.87096179,50.82727034,50.78367906,50.73902832,50.68939803,50.64021598,50.59158702,50.54583764,
"Gambia, The",GMB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.70724561,50.69486199,50.68196349,50.66943361,50.65875105,50.64958554,50.63921162,50.62683971,50.61594588,50.60542822,50.5937802,50.58339166,50.57559232,50.5683235,50.57555505,50.59723385,50.62051547,50.64362343,50.66882227,50.69804576,50.72795741,50.77499239,50.82054272,50.84964987,50.83656847,50.78087944,50.72476321,50.6694346,50.61212256,50.55414851,50.49903134,50.44899293,50.40952773,50.39172,50.4060928,50.44700541,50.49598536,50.54289971,50.5885979,50.63362022,50.67521646,50.7133399,50.74847772,50.75035578,50.72133232,50.69243686,50.66277332,50.62913519,50.59196657,50.55611492,50.5200862,50.48343219,50.45162236,50.42084947,50.39143105,50.36506944,50.34088467,50.32013513,50.30033752,50.28297453,50.27057162,50.25902339,50.24615742,
Guinea-Bissau,GNB,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.74452056,49.72294965,49.77108701,49.86723777,50.00939912,50.14870905,50.27990357,50.39903729,50.50636274,50.61458121,50.71991995,50.82396834,50.9262522,51.01566139,51.09609735,51.15920168,51.21010077,51.25437323,51.29241321,51.25012476,51.20606835,51.23313967,51.25618718,51.27476805,51.29021338,51.30287261,51.31339143,51.32129409,51.32502015,51.32613054,51.3263301,51.32524229,51.32035851,51.31037198,51.29664827,51.28130309,51.26371642,51.24483523,51.24701137,51.2626878,51.25722164,51.23685759,51.21398982,51.18735715,51.15756465,51.12628496,51.09381221,51.05875475,51.02366183,50.99077001,50.95959725,50.92786465,50.89467828,50.86163888,50.82902687,50.79760459,50.7679259,50.73873859,50.71095168,50.68428288,50.66017537,50.63785927,50.61375421,
Equatorial Guinea,GNQ,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.84813597,50.82934211,50.8003892,50.76496901,50.72597732,50.68201078,50.63396094,50.58403108,50.54721319,50.59088086,50.70025713,50.78056881,50.80625618,50.80556954,50.81636024,50.85539183,50.94311594,51.01095524,51.02412263,51.05813635,51.07235522,51.04664085,51.02093171,50.97551849,50.91523625,50.86381644,50.8223502,50.78730571,50.75755294,50.73101111,50.70551113,50.68033829,50.65724647,50.63451972,50.54426732,50.38770197,50.22649522,50.06060406,49.8920179,49.72466868,49.52414461,49.29748217,49.08362783,48.88214355,48.69372122,48.52172827,48.36915104,48.23727306,48.12512123,48.02948396,47.94723551,47.82987416,47.68078376,47.54678879,47.42812406,47.32700655,47.24185036,47.17328396,47.11991484,47.07884131,47.10983184,47.1769373,47.22539984,
Greece,GRC,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.14676564,51.18292226,51.21921177,51.25797959,51.2968767,51.335264,51.37512132,51.40908143,51.43384009,51.45281486,51.46488426,51.46761777,51.46248544,51.45095016,51.42654943,51.39170613,51.35283701,51.30700117,51.25261055,51.19194995,51.12790728,51.06283113,50.99745351,50.93454962,50.87718326,50.82142624,50.76628861,50.71377499,50.66368807,50.61447933,50.56191096,50.5069072,50.45096631,50.39442167,50.34035488,50.29336982,50.25694649,50.22593916,50.19853329,50.18081908,50.17549655,50.18037095,50.1929552,50.21452255,50.24618332,50.2895591,50.34219505,50.40145632,50.46655462,50.53827526,50.61043887,50.67987614,50.74868873,50.80999092,50.86175796,50.90587353,50.93820856,50.96089421,50.97935527,50.99159979,51.00006355,51.01284637,51.06007518,
